Version,ID,Book,Chapter,Chapter Title,Content
Common English Bible,CEB,1 John,2,Living in the light,"My little children, Im writing these things to you so that you dont sin. But if you do sin, we have an advocate with the Father, Jesus Christ the righteous one. 2 He is Gods way of dealing with our sins, not only ours but the sins of the whole world. 3 This is how we know that we know him: if we keep his commandments. 4 The one who claims, I know him, while not keeping his commandments, is a liar, and the truth is not in this person. 5 But the love of God is truly perfected in whoever keeps his word. This is how we know we are in him. 6 The one who claims to remain in him ought to live in the same way as he lived. 7 Dear friends, Im not writing a new commandment to you, but an old commandment that you had from the beginning. The old commandment is the message you heard. 8 On the other hand, I am writing a new commandment to you, which is true in him and in you, because the darkness is passing away and the true light already shines. 9 The one who claims to be in the light while hating a brother or sister is in the darkness even now. 10 The person loving a brother and sister stays in the light, and there is nothing in the light that causes a person to stumble. 11 But the person who hates a brother or sister is in the darkness and lives in the darkness, and doesnt know where to go because the darkness blinds the eyes. 12 Little children, Im writing to you because your sins have been forgiven through Jesus name. 13 Parents, Im writing to you because you have known the one who has existed from the beginning. Young people, Im writing to you because you have conquered the evil one. 14 Little children, I write to you because you know the Father. Parents, I write to you because you have known the one who has existed from the beginning. Young people, I write to you because you are strong, the word of God remains in you, and you have conquered the evil one. 15 Dont love the world or the things in the world. If anyone loves the world, the love of the Father is not in them. 16 Everything that is in the worldthe craving for whatever the body feels, the craving for whatever the eyes see and the arrogant pride in ones possessionsis not of the Father but is of the world. 17 And the world and its cravings are passing away, but the person who does the will of God remains forever. 18 Little children, it is the last hour. Just as you have heard that the antichrist is coming, so now many antichrists have appeared. This is how we know it is the last hour. 19 They went out from us, but they were not really part of us. If they had been part of us, they would have stayed with us. But by going out from us, they showed they all are not part of us. 20 But you have an anointing from the holy one, and all of you know the truth. 21 I dont write to you because you dont know the truth but because you know it. You know that no lie comes from the truth. 22 Who is the liar? Isnt it the person who denies that Jesus is the Christ? This person is the antichrist: the one who denies the Father and the Son. 23 Everyone who denies the Son does not have the Father, but the one who confesses the Son has the Father also. 24 As for you, what you heard from the beginning must remain in you. If what you heard from the beginning remains in you, you will also remain in relationship to the Son and in the Father. 25 This is the promise that he himself gave us: eternal life. 26 I write these things to you about those who are attempting to deceive you. 27 As for you, the anointing that you received from him remains on you, and you dont need anyone to teach you the truth. But since his anointing teaches you about all things (its true and not a lie), remain in relationship to him just as he taught you. 28 And now, little children, remain in relationship to Jesus, so that when he appears we can have confidence and not be ashamed in front of him when he comes. 29 If you know that he is righteous, you also know that every person who practices righteousness is born from him. "
Complete Jewish Bible,CJB,1 John,1,,"The Word, which gives life! He existed from the beginning. We have heard him, we have seen him with our eyes, we have contemplated him, we have touched him with our hands! 2 The life appeared, and we have seen it. We are testifying to it and announcing it to you  eternal life! He was with the Father, and he appeared to us. 3 What we have seen and heard, we are proclaiming to you; so that you too may have fellowship with us. Our fellowship is with the Father and with his Son, Yeshua the Messiah. 4 We are writing these things so that our joy may be complete. 5 And this is the message which we have heard from him and proclaim to you: God is light, and there is no darkness in him  none! 6 If we claim to have fellowship with him while we are walking in the darkness, we are lying and not living out the truth. 7 But if we are walking in the light, as he is in the light, then we have fellowship with each other, and the blood of his Son Yeshua purifies us from all sin. 8 If we claim not to have sin, we are deceiving ourselves, and the truth is not in us. 9 If we acknowledge our sins, then, since he is trustworthy and just, he will forgive them and purify us from all wrongdoing. 10 If we claim we have not been sinning, we are making him out to be a liar, and his Word is not in us. "
Complete Jewish Bible,CJB,1 John,5,,"Everyone who believes that Yeshua is the Messiah has God as his father, and everyone who loves a father loves his offspring too. 2 Here is how we know that we love Gods children: when we love God, we also do what he commands. 3 For loving God means obeying his commands. Moreover, his commands are not burdensome, 4 because everything which has God as its Father overcomes the world. And this is what victoriously overcomes the world: our trust. 5 Who does overcome the world if not the person who believes that Yeshua is the Son of God? 6 He is the one who came by means of water and blood, Yeshua the Messiah  not with water only, but with the water and the blood. And the Spirit bears witness, because the Spirit is the truth. 7 There are three witnesses  8 the Spirit, the water and the blood  and these three are in agreement. 9 If we accept human witness, Gods witness is stronger, because it is the witness which God has given about his Son. 10 Those who keep trusting in the Son of God have this witness in them. Those who do not keep trusting God have made him out to be a liar, because they have not trusted in the witness which God has given about his Son. 11 And this is the witness: God has given us eternal life, and this life is in his Son. 12 Those who have the Son have the life; those who do not have the Son of God do not have the life. 13 I have written you these things so that you may know that you have eternal life  you who keep trusting in the person and power of the Son of God. 14 This is the confidence we have in his presence: if we ask anything that accords with his will, he hears us. 15 And if we know that he hears us  whatever we ask  then we know that we have what we have asked from him. 16 If anyone sees his brother committing a sin that does not lead to death, he will ask; and God will give him life for those whose sinning does not lead to death. There is sin that does lead to death; I am not saying he should pray about that. 17 All wrongdoing is sin, but there is sin that does not lead to death. 18 We know that everyone who has God as his Father does not go on sinning; on the contrary, the Son born of God protects him, and the Evil One does not touch him. 19 We know that we are from God, and that the whole world lies in the power of the Evil One. 20 And we know that the Son of God has come and has given us discernment, so that we may know who is genuine; moreover, we are united with the One who is genuine, united with his Son Yeshua the Messiah. He is the genuine God and eternal life. 21 Children, guard yourselves against false gods! "
Darby Translation,DARBY,1 John,3,,"See what love the Father has given to us, that we should be called [the] children of God. For this reason the world knows us not, because it knew him not. 2 Beloved, now are we children of God, and what we shall be has not yet been manifested; we know that if it is manifested we shall be like him, for we shall see him as he is. 3 And every one that has this hope in him purifies himself, even as *he* is pure. 4 Every one that practises sin practises also lawlessness; and sin is lawlessness. 5 And ye know that *he* has been manifested that he might take away our sins; and in him sin is not. 6 Whoever abides in him, does not sin: whoever sins, has not seen him or known him. 7 Children, let no man lead you astray; he that practises righteousness is righteous, even as *he* is righteous. 8 He that practises sin is of the devil; for from [the] beginning the devil sins. To this end the Son of God has been manifested, that he might undo the works of the devil. 9 Whoever has been begotten of God does not practise sin, because his seed abides in him, and he cannot sin, because he has been begotten of God. 10 In this are manifest the children of God and the children of the devil. Whoever does not practise righteousness is not of God, and he who does not love his brother. 11 For this is the message which ye have heard from the beginning, that we should love one another: 12 not as Cain was of the wicked one, and slew his brother; and on account of what slew he him? because his works were wicked, and those of his brother righteous. 13 Do not wonder, brethren, if the world hate you. 14 *We* know that we have passed from death to life, because we love the brethren. He who does not love [his] brother abides in death. 15 Every one that hates his brother is a murderer, and ye know that no murderer has eternal life abiding in him. 16 Hereby we have known love, because *he* has laid down his life for us; and *we* ought for the brethren to lay down [our] lives. 17 But whoso may have the world's substance, and see his brother having need, and shut up his bowels from him, how abides the love of God in him? 18 Children, let us not love with word, nor with tongue, but in deed and in truth. 19 And hereby we shall know that we are of the truth, and shall persuade our hearts before him 20 that if our heart condemn us, God is greater than our heart and knows all things. 21 Beloved, if our heart condemn us not, we have boldness towards God, 22 and whatsoever we ask we receive from him, because we keep his commandments, and practise the things which are pleasing in his sight. 23 And this is his commandment, that we believe on the name of his Son Jesus Christ, and that we love one another, even as he has given us commandment. 24 And he that keeps his commandments abides in him, and he in him. And hereby we know that he abides in us, by the Spirit which he has given to us. "
Contemporary English Version,CEV,1 John,2,Christ Helps Us,"My children, I am writing this so you won't sin. But if you do sin, Jesus Christ always does the right thing, and he will speak to the Father for us. 2 Christ is the sacrifice that takes away our sins and the sins of all the world's people. 3 When we obey God, we are sure we know him. 4 But if we claim to know him and don't obey him, we are lying and the truth isn't in our hearts. 5 We truly love God only when we obey him as we should, and then we know we belong to him. 6 If we say we are his, we must follow the example of Christ. 7 My dear friends, I am not writing to give you a new commandment. It is the same one you were first given, and it is the message you heard. 8 But it really is a new commandment, and you know its true meaning, just as Christ does. You can see the darkness fading away and the true light already shining. 9 If we claim to be in the light and hate someone, we are still in the dark. 10 But if we love others, we are in the light, and we don't cause problems for them.[a] 11 If we hate others, we are living and walking in the dark. We don't know where we are going, because we can't see in the dark. 12 Children, I am writing you, because your sins have been forgiven in the name of Christ. 13 Parents, I am writing you, because you have known the one who was there from the beginning. Young people, I am writing you, because you have defeated the evil one. 14 Children, I am writing you, because you have known the Father. Parents, I am writing you, because you have known the one who was there from the beginning. Young people, I am writing you, because you are strong. God's message is firm in your hearts, and you have defeated the evil one. 15 Don't love the world or anything that belongs to the world. If you love the world, you cannot love the Father. 16 Our foolish pride comes from this world, and so do our selfish desires and our desire to have everything we see. None of this comes from the Father. 17 The world and the desires it causes are disappearing. But if we obey God, we will live forever. 18 Children, this is the last hour. You heard that the enemy of Christ would appear at this time, and many of Christ's enemies have already appeared. So we know the last hour is here. 19 These people came from our own group, yet they were not really part of us. If they had been part of us, they would have stayed with us. But they left, which proves they did not belong to our group. 20 Christ, the Holy One,[b] has blessed[c] you, and now all of you understand.[d] 21 I did not need to write you about the truth, since you already know it. You also know that liars do not belong to the truth. 22 And a liar is anyone who says Jesus isn't truly Christ. Anyone who says this is an enemy of Christ and rejects both the Father and the Son. 23 If we reject the Son, we reject the Father. But if we say we accept the Son, we have the Father. 24 Keep thinking about the message you first heard, and you will always be one in your heart with the Son and with the Father. 25 The Son[e] has promised us[f] eternal life. 26 I am writing to warn you about those people who are misleading you. 27 But Christ has blessed you with the Holy Spirit.[g] Now the Spirit stays in you, and you don't need any teachers. The Spirit is truthful and teaches you everything. So stay one in your heart with Christ, just as the Spirit has taught you to do. 28 Children, stay one in your hearts with Christ. Then when he returns, we will have confidence and won't have to hide in shame. 29 You know Christ always does right and everyone who does right is a child of God. "
Contemporary English Version,CEV,1 John,3,Love Each Other,"Think how much the Father loves us. He loves us so much that he lets us be called his children, as we truly are. But since the people of this world did not know who Christ[a] is, they don't know who we are. 2 My dear friends, we are already God's children, though what we will be hasn't yet been seen. But we do know when Christ returns, we will be like him, because we will see him as he truly is. 3 This hope makes us keep ourselves holy, just as Christ[b] is holy. 4 Everyone who sins breaks God's law, because sin is the same as breaking God's law. 5 You know Christ came to take away our sins. He isn't sinful, 6 and people who stay one in their hearts with him won't keep on sinning. If they do keep on sinning, they don't know Christ, and they have never seen him. 7 Children, don't be fooled. Anyone who does right is good, just like Christ himself. 8 Anyone who keeps on sinning belongs to the devil. He has sinned from the beginning, but the Son of God came to destroy all that he has done. 9 God's children cannot keep on being sinful. His life-giving power[c] lives in them and makes them his children, so they cannot keep on sinning. 10 You can tell God's children from the devil's children, because those who belong to the devil refuse to do right or to love each other. 11 From the beginning you were told we must love each other. 12 Don't be like Cain, who belonged to the devil and murdered his own brother. Why did he murder him? He did it because his brother was good, and he was evil. 13 My friends, don't be surprised if the people of this world hate you. 14 Our love for each other proves we have gone from death to life. But if you don't love each other, you are still under the power of death. 15 If you hate each other, you are murderers, and we know murderers do not have eternal life. 16 We know what love is because Jesus gave his life for us. This is why we must give our lives for each other. 17 If we have all we need and see one of our own people in need, we must have pity on that person, or else we cannot say we love God. 18 Children, you show love for others by truly helping them, and not merely by talking about it. 19 When we love others, we know we belong to the truth, and we feel at ease in the presence of God. 20 But even if we don't feel at ease, God is greater than our feelings, and he knows everything. 21 Dear friends, if we feel at ease in the presence of God, we will have the courage to come near him. 22 He will give us whatever we ask, because we obey him and do what pleases him. 23 God wants us to have faith in his Son Jesus Christ and to love each other. This is also what Jesus taught us to do. 24 If we obey God's commandments, we will stay one in our hearts with him, and he will stay one with us. The Spirit he has given us is proof that we are one with him. "
Complete Jewish Bible,CJB,1 John,2,,"My children, I am writing you these things so that you wont sin. But if anyone does sin, we have Yeshua the Messiah, the Tzaddik, who pleads our cause with the Father. 2 Also, he is the kapparah for our sins  and not only for ours, but also for those of the whole world. 3 The way we can be sure we know him is if we are obeying his commands. 4 Anyone who says, I know him, but isnt obeying his commands is a liar  the truth is not in him. 5 But if someone keeps doing what he says, then truly love for God has been brought to its goal in him. This is how we are sure that we are united with him. 6 A person who claims to be continuing in union with him ought to conduct his life the way he did. 7 Dear friends, I am not writing you a new command. On the contrary, it is an old command, which you have had from the beginning; the old command is the message which you have heard before. 8 Yet I am writing you a new command, and its reality is seen both in him and in you, because the darkness is passing away and the true light is already shining. 9 Anyone who claims to be in this light while hating his brother is still in the dark. 10 The person who keeps loving his brother remains in the light, and there is nothing in him that could make him trip. 11 But the person who hates his brother is in the dark  yes, he is walking in the dark, and he doesnt know where he is going, because the darkness has blinded his eyes. 12 You children, I am writing you because your sins have been forgiven for his sake. 13 You fathers, I am writing you because you have known him who has existed from the beginning. You young people, I am writing you because you have overcome the Evil One. 14 You children, I have written you because you have known the Father. You fathers, I have written you because you have known him who has existed from the beginning. You young people, I have written you because you are strong  the Word of God remains in you, and you have overcome the Evil One. 15 Do not love the world or the things of the world. If someone loves the world, then love for the Father is not in him; 16 because all the things of the world  the desires of the old nature, the desires of the eyes, and the pretensions of life  are not from the Father but from the world. 17 And the world is passing away, along with its desires. But whoever does Gods will remains forever. 18 Children, this is the Last Hour. You have heard that an Anti-Messiah is coming; and in fact, many anti-Messiahs have arisen now  which is how we know that this is the Last Hour. 19 They went out from us, but they werent part of us; for had they been part of us, they would have remained with us. 20 But you have received the Messiahs anointing from HaKadosh, and you know all this. 21 It is not because you dont know the truth that I have written to you, but because you do know it, and because no lie has its origin in the truth. 22 Who is a liar at all, if not the person who denies that Yeshua is the Messiah? Such a person is an anti-Messiah  he is denying the Father and the Son. 23 Everyone who denies the Son is also without the Father, but the person who acknowledges the Son has the Father as well. 24 Let what you heard from the beginning remain in you. If what you heard from the beginning remains in you, you will also remain in union with both the Son and the Father. 25 And this is what he has promised us: eternal life. 26 I have written you these things about the people who are trying to deceive you. 27 As for you, the Messianic anointing you received from the Father remains in you, so that you have no need for anyone to teach you. On the contrary, as his Messianic anointing continues to teach you about all things, and is true, not a counterfeit, so, just as he taught you, remain united with him. 28 And now, children, remain united with him; so that when he appears, we may have confidence and not shrink back from him in shame at his coming. 29 If you know that he is righteous, you should also know that he is the Father of everyone who does what is right. "
Contemporary English Version,CEV,1 John,5,Victory over the World,"If we believe Jesus is truly Christ, we are God's children. Everyone who loves the Father will also love his children. 2 If we love and obey God, we know we will love his children. 3 We show our love for God by obeying his commandments, and they are not hard to follow. 4 Every child of God can defeat the world, and our faith is what gives us this victory. 5 No one can defeat the world without having faith in Jesus as the Son of God. 6 Water and blood came out from the side of Jesus Christ. It wasn't just water, but water and blood.[a] The Spirit tells about this, because the Spirit is truthful. 7 In fact, there are three who tell about it. 8 They are the Spirit, the water, and the blood, and they all agree. 9 We believe what people tell us. But we can trust what God says even more, and God is the one who has spoken about his Son. 10 If we have faith in God's Son, we have believed what God has said. But if we don't believe what God has said about his Son, it is the same as calling God a liar. 11 God has also said he gave us eternal life and this life comes to us from his Son. 12 And so, if we have God's Son, we have this life. But if we don't have the Son, we don't have this life. 13 All of you have faith in the Son of God, and I have written to let you know you have eternal life. 14 We are certain God will hear our prayers when we ask for what pleases him. 15 And if we know God listens when we pray, we are sure our prayers have already been answered. 16 Suppose you see one of our people commit a sin that isn't a deadly sin. You can pray, and this person will be given eternal life. But the sin must not be one that is deadly. 17 Everything that is wrong is sin, but not all sins are deadly. 18 We are sure God's children do not keep on sinning. God's own Son protects them, and the devil cannot harm them. 19 We are certain we come from God and the rest of the world is under the power of the devil. 20 We know that Jesus Christ the Son of God has come and has shown us the true God. And because of Jesus, we now belong to the true God who gives eternal life. 21 Children, you must stay away from idols. "
Common English Bible,CEB,1 John,1,Announcement about the word of life,"We announce to you what existed from the beginning, what we have heard, what we have seen with our eyes, what we have seen and our hands handled, about the word of life. 2 The life was revealed, and we have seen, and we testify and announce to you the eternal life that was with the Father and was revealed to us. 3 What we have seen and heard, we also announce it to you so that you can have fellowship with us. Our fellowship is with the Father and with his Son, Jesus Christ. 4 We are writing these things so that our joy can be complete. 5 This is the message that we have heard from him and announce to you: God is light and there is no darkness in him at all. 6 If we claim, We have fellowship with him, and live in the darkness, we are lying and do not act truthfully. 7 But if we live in the light in the same way as he is in the light, we have fellowship with each other, and the blood of Jesus, his Son, cleanses us from every sin. 8 If we claim, We dont have any sin, we deceive ourselves and the truth is not in us. 9 But if we confess our sins, he is faithful and just to forgive us our sins and cleanse us from everything weve done wrong. 10 If we claim, We have never sinned, we make him a liar and his word is not in us. "
Darby Translation,DARBY,1 John,1,,"That which was from [the] beginning, that which we have heard, which we have seen with our eyes; that which we contemplated, and our hands handled, concerning the word of life; 2 (and the life has been manifested, and we have seen, and bear witness, and report to you the eternal life, which was with the Father, and has been manifested to us:) 3 that which we have seen and heard we report to you, that *ye* also may have fellowship with us; and our fellowship [is] indeed with the Father, and with his Son Jesus Christ. 4 And these things write we to you that your joy may be full. 5 And this is the message which we have heard from him, and declare to you, that God is light, and in him is no darkness at all. 6 If we say that we have fellowship with him, and walk in darkness, we lie, and do not practise the truth. 7 But if we walk in the light as *he* is in the light, we have fellowship with one another, and the blood of Jesus Christ his Son cleanses us from all sin. 8 If we say that we have no sin, we deceive ourselves, and the truth is not in us. 9 If we confess our sins, he is faithful and righteous to forgive us [our] sins, and cleanse us from all unrighteousness. 10 If we say that we have not sinned, we make him a liar, and his word is not in us. "
Contemporary English Version,CEV,1 John,1,God Is Light,"The Word that gives life was from the beginning, and this is the one our message is about. Our ears have heard, our eyes have seen, and our hands have touched this Word. 2 The one who gives life appeared! We saw it happen, and we are witnesses to what we have seen. Now we are telling you about this eternal life that was with the Father and appeared to us. 3 We are telling you what we have seen and heard, so you may share in this life with us. And we share in it with the Father and with his Son Jesus Christ. 4 We are writing to tell you these things, because this makes us[a] truly happy. 5 Jesus told us God is light and doesn't have any darkness in him. Now we are telling you. 6 If we say we share in life with God and keep on living in the dark, we are lying and are not living by the truth. 7 But if we live in the light, as God does, we share in life with each other. And the blood of his Son Jesus washes all our sins away. 8 If we say we have not sinned, we are fooling ourselves, and the truth isn't in our hearts. 9 But if we confess our sins to God, he can always be trusted to forgive us and take our sins away. 10 If we say we have not sinned, we make God a liar, and his message isn't in our hearts.[b] "
Contemporary English Version,CEV,1 John,4,God Is Love,"Dear friends, don't believe everyone who claims to have the Spirit of God. Test them all to find out if they really do come from God. Many false prophets have already gone out into the world, 2 and you can know which ones come from God. His Spirit says that Jesus Christ had a truly human body. 3 But when someone doesn't say this about Jesus, you know this person has a spirit that doesn't come from God and is the enemy of Christ. You knew this enemy was coming into the world and now is already here. 4 Children, you belong to God, and you have defeated these enemies. God's Spirit[a] is in you and is more powerful than the one who is in the world. 5 These enemies belong to this world, and the world listens to them, because they speak its language. 6 We belong to God, and everyone who knows God will listen to us. But the people who don't know God won't listen to us. This is how we can tell the Spirit that speaks the truth from the one that tells lies. 7 My dear friends, we must love each other. Love comes from God, and when we love each other, it shows we have been given new life. We are now God's children, and we know him. 8 God is love, and anyone who doesn't love others has never known him. 9 God showed his love for us when he sent his only Son into the world to give us life. 10 Real love isn't our love for God, but his love for us. God sent his Son to be the sacrifice by which our sins are forgiven. 11 Dear friends, since God loved us this much, we must love each other. 12 No one has ever seen God. But if we love each other, God lives in us, and his love is truly in our hearts. 13 God has given us his Spirit. This is how we know we are one with him, just as he is one with us. 14 God sent his Son to be the Savior of the world. We saw his Son and are now telling others about him. 15 God stays one with everyone who openly says Jesus is the Son of God. This is how we stay one with God 16 and are sure God loves us. God is love. If we keep on loving others, we will stay one in our hearts with God, and he will stay one with us. 17 If we truly love others and live as Christ did in this world, we won't be worried about the day of judgment. 18 A real love for others will chase those worries away. The thought of being punished is what makes us afraid. It shows we have not really learned to love. 19 We love because God loved us first. 20 But if we say we love God and don't love each other, we are liars. We cannot see God. So how can we love God, if we don't love the people we can see? 21 The commandment that God has given us is: Love God and love each other! "
Darby Translation,DARBY,1 John,2,,"My children, these things I write to you in order that ye may not sin; and if any one sin, we have a patron with the Father, Jesus Christ [the] righteous; 2 and *he* is the propitiation for our sins; but not for ours alone, but also for the whole world. 3 And hereby we know that we know him, if we keep his commandments. 4 He that says, I know him, and does not keep his commandments, is a liar, and the truth is not in him; 5 but whoever keeps his word, in him verily the love of God is perfected. Hereby we know that we are in him. 6 He that says he abides in him ought, even as *he* walked, himself also [so] to walk. 7 Beloved, I write no new commandment to you, but an old commandment, which ye have had from the beginning. The old commandment is the word which ye heard. 8 Again, I write a new commandment to you, which thing is true in him and in you, because the darkness is passing and the true light already shines. 9 He who says he is in the light, and hates his brother, is in the darkness until now. 10 He that loves his brother abides in light, and there is no occasion of stumbling in him. 11 But he that hates his brother is in the darkness, and walks in the darkness, and knows not where he goes, because the darkness has blinded his eyes. 12 I write to you, children, because [your] sins are forgiven you for his name's sake. 13 I write to you, fathers, because ye have known him [that is] from the beginning. I write to you, young men, because ye have overcome the wicked [one]. I write to you, little children, because ye have known the Father. 14 I have written to you, fathers, because ye have known him [that is] from the beginning. I have written to you, young men, because ye are strong, and the word of God abides in you, and ye have overcome the wicked [one]. 15 Love not the world, nor the things in the world. If any one love the world, the love of the Father is not in him; 16 because all that [is] in the world, the lust of the flesh, and the lust of the eyes, and the pride of life, is not of the Father, but is of the world. 17 And the world is passing, and its lust, but he that does the will of God abides for eternity. 18 Little children, it is [the] last hour, and, according as ye have heard that antichrist comes, even now there have come many antichrists, whence we know that it is [the] last hour. 19 They went out from among us, but they were not of us; for if they had been of us, they would have surely remained with us, but that they might be made manifest that none are of us. 20 And *ye* have [the] unction from the holy [one], and ye know all things. 21 I have not written to you because ye do not know the truth, but because ye know it, and that no lie is of the truth. 22 Who is the liar but he who denies that Jesus is the Christ? *He* is the antichrist who denies the Father and the Son. 23 Whoever denies the Son has not the Father either; he who confesses the Son has the Father also. 24 As for *you* let that which ye have heard from the beginning abide in you: if what ye have heard from the beginning abides in you, *ye* also shall abide in the Son and in the Father. 25 And this is the promise which *he* has promised us, life eternal. 26 These things have I written to you concerning those who lead you astray: 27 and *yourselves*, the unction which ye have received from him abides in you, and ye have not need that any one should teach you; but as the same unction teaches you as to all things, and is true and is not a lie, and even as it has taught you, ye shall abide in him. 28 And now, children, abide in him, that if he be manifested we may have boldness, and not be put to shame from before him at his coming. 29 If ye know that he is righteous, know that every one who practises righteousness is begotten of him. "
Common English Bible,CEB,1 John,5,Testimony about Jesus,"Everyone who believes that Jesus is the Christ has been born from God. Whoever loves someone who is a parent loves the child born to the parent. 2 This is how we know that we love the children of God: when we love God and keep Gods commandments. 3 This is the love of God: we keep Gods commandments. Gods commandments are not difficult, 4 because everyone who is born from God defeats the world. And this is the victory that has defeated the world: our faith. 5 Who defeats the world? Isnt it the one who believes that Jesus is Gods Son? 6 This is the one who came by water and blood: Jesus Christ. Not by water only but by water and blood. And the Spirit is the one who testifies, because the Spirit is the truth. 7 The three are testifying 8 the Spirit, the water, and the bloodand the three are united in agreement. 9 If we receive human testimony, Gods testimony is greater, because this is what God testified: he has testified about his Son. 10 The one who believes in Gods Son has the testimony within; the one who doesnt believe God has made God a liar, because that one has not believed the testimony that God gave about his Son. 11 And this is the testimony: God gave eternal life to us, and this life is in his Son. 12 The one who has the Son has life. The one who doesnt have Gods Son does not have life. 13 I write these things to you who believe in the name of Gods Son so that you can know that you have eternal life. 14 This is the confidence that we have in our relationship with God: If we ask for anything in agreement with his will, he listens to us. 15 If we know that he listens to whatever we ask, we know that we have received what we asked from him. 16 If anyone sees a brother or sister committing a sin that does not result in death, they should pray, and God will give life to themthat is, to those who commit sins that dont result in death. There is a sin that results in deathIm not saying that you should pray about that. 17 Every unrighteous action is sin, but there is a sin that does not result in death. 18 We know that everyone born from God does not sin, but the ones born from God guard themselves,[a] and the evil one cannot touch them. 19 We know we are from God, and the whole world lies in the power of the evil one. 20 We know that Gods Son has come and has given us understanding to know the one who is true. We are in the one who is true by being in his Son, Jesus Christ. This is the true God and eternal life. 21 Little children, guard yourselves from idols! "
Disciples Literal New Testament,DLNT,1 John,3,"Abiding Means Loving In Deed And Truth, As Jesus Commanded Us","1 See what-kind-of love the Father has given to us: that we should be called children of God! And we are! For this reason the world does not know us, because it did not know Him. 2 Beloved, we are now children of God, and what we will be has not yet appeared[a]. We know that if He appears, we will be like Him, because we will see Him just as He is. 3 And everyone having this hope in[b] Him is purifying himself, just as that One is pure. 4 Everyone doing sin also is doing lawlessness. Indeed sin is lawlessness. 5 And you know that that One appeared in order that He might take-away sins. And there is no sin in Him. 6 Everyone abiding in Him is not sinning[c]. Everyone sinning has not seen Him nor known Him. 7 Little-children, let no one be deceiving you the one doing righteousness is righteous, just as that One is righteous. 8 The one doing sin is of the devil, because the devil is sinning[d] from the beginning. The Son of God appeared for this: that He might destroy the works of the devil. 9 Everyone having been born[e] from God is not doing sin because His seed[f] is abiding in him, and he is not able to be sinning[g] because he has been born from God. 10 By this, the children of God and the children of the devil are evident. Everyone not doing[h] righteousness is not from God and the one not loving his brother! 11 Because this is the message which you heard from the beginning: that we should be loving one another. 12 Not as Cain. He was of the evil one, and slew his brother. And for what reason did he slay him? Because his works were evil, but the ones of his brother were righteous. 13 And do not be marveling, brothers, if the world hates you! 14 We know that we have passed from death into life because we are loving the brothers. The one not loving is abiding[i] in death. 15 Everyone hating his brother is a murderer, and you know that every murderer does not have eternal life abiding in him. 16 By this we have come-to-know love: because that One laid-down His life for us. And we ought to lay-down our lives for the brothers. 17 But whoever has the goods of the world and sees his brother having a need and shuts his deep-feelings from him, how is the love of God abiding in him? 18 Little children, let us not be loving with word nor tongue, but in deed and truth. 19 And by this, we will know that we are of[j] the truth, and we will persuade[k] our heart before Him. 20 Because[l] if our heart is condemning[m] us, we know that God is greater[n] than our hearts, and He knows all things. 21 Beloved, if our heart is not condemning us, we have confidence[o] before God. 22 And whatever we are asking, we are receiving from Him, because we are keeping His commandments and doing the pleasing things in His sight. 23 And this is His commandment: that we believe in the name of His Son Jesus Christ, and that we be loving one another, just as He gave us the commandment. 24 And the one keeping His commandments is abiding in Him, and He in him. And by this we know that He is abiding in us: from the Spirit Whom He gave to us. "
Disciples Literal New Testament,DLNT,1 John,5,"Everyone Born of God Believes Jesus Is His Son, Loves His People, Keeps His Commands","Everyone believing that Jesus is the Christ has been born[a] from God. And everyone loving the One[b] having fathered is loving also the one having been born[c] from Him. 2 By this we know that we are loving[d] the children of God: when we are loving God and doing His commandments. 3 For this is the love of God: that we be keeping His commandments. And His commandments are not burdensome. 4 Because everything having been born from God is being-victorious-over the world. And this is the victory having been-victorious-over the world: our faith! 5 And who is the one being-victorious-over the world if not the one believing[e] that Jesus is the Son of God! 6 This One is the One having come by water and blood[f]: Jesus Christ (not in[g] the water only, but[h] in the water and in the blood). And the Spirit is the One testifying, because[i] the Spirit is the truth. 7 Because[j] the ones testifying are three[k]: 8 the Spirit and the water and the blood. And the three are for the[l] one thing. 9 If we receive the testimony of humans, the testimony of God is greater! Because[m] this is the testimony of God: that[n] He has testified about His Son! 10 The one believing in the Son of God has the testimony in himself. The one not believing God has made Him a liar, because he has not believed in the testimony which God has testified about His Son. 11 And this is the testimony[o]: that God gave us eternal life, and this life is in His Son. 12 The one having the Son has the life. The one not having the Son of God does not have the life. 13 I wrote these[p] things to you, the ones believing in the name of the Son of God, in order that you may know that you have eternal life. 14 And this is the confidence which we have before Him: ... that if we request anything according to His will, He hears us. 15 And if we know that He hears us whatever we request we know that we have the requests which we have requested from Him. 16 If anyone sees his brother sinning a sin not leading to death, he shall request, and He will give him life for the ones sinning a sin not leading to death. There is a sin leading to death[q]. I am not saying that he should pray about that. 17 All unrighteousness is sin, and there is sin not leading to death. 18 We know that everyone having been born[r] from God is not sinning[s]. But the One[t] having been fathered from God is keeping[u] him. And the evil one is not touching[v] him. 19 We know that we are from God, and the whole world lies in[w] the evil one. 20 And we know that the Son of God has come, and has given us understanding in order that we might know the true[x] One. And we are in[y] the true One, in His Son Jesus Christ. This One[z] is the true God and eternal life. 21 Little-children, guard yourselves from idols! "
